order_id,customer_id,order_date,status,payment_method,shipping_cost,region
400,153.0,2025-08-22 10:25:23,RETURNED,NETBANKING,108.6,East
401,197.0,2025-04-01 17:07:24,PLACED,CARD,69.66,East
402,490.0,2025-04-07 23:00:43,SHIPPED,CARD,64.72,North
403,196.0,2025-08-06 21:26:18,PLACED,COD,133.2,East
404,142.0,2025-06-09 23:55:03,RETURNED,CARD,122.18,South
405,379.0,2024-11-25 20:16:54,PLACED,NETBANKING,179.72,East
406,146.0,2025-04-04 02:00:45,CANCELLED,UPI,161.96,East
407,166.0,2026-01-03 13:34:52,PLACED,UPI,151.43,West
408,105.0,2024-08-09 02:31:50,PLACED,CARD,205.49,South
409,79.0,2026-01-11 14:00:26,PLACED,NETBANKING,224.49,North
410,333.0,2024-08-26 16:03:49,RETURNED,UPI,107.09,East
411,340.0,2026-06-06 15:01:12,PLACED,COD,220.05,East
412,126.0,2025-11-02 08:15:25,DELIVERED,UPI,89.74,West
413,377.0,2026-07-01 01:19:28,RETURNED,NETBANKING,90.7,East
414,422.0,2025-11-05 14:56:44,CANCELLED,UPI,242.2,East
415,270.0,2025-08-10 07:11:41,SHIPPED,COD,166.64,West
416,455.0,2025-08-10 19:47:20,DELIVERED,NETBANKING,50.64,North
417,398.0,2026-06-30 10:41:17,RETURNED,UPI,51.93,South
418,30.0,2025-04-15 22:33:20,DELIVERED,NETBANKING,97.14,South
419,196.0,2024-10-03 19:12:33,SHIPPED,COD,153.28,West
420,,2025-12-11 01:50:03,RETURNED,CARD,216.49,East
421,11.0,2026-01-15 12:51:29,RETURNED,NETBANKING,100.38,West
422,4.0,2026-03-27 17:11:41,RETURNED,UPI,83.28,North
423,226.0,2025-01-29 06:03:48,DELIVERED,CARD,60.99,West
424,65.0,2024-11-08 03:29:35,PLACED,CARD,239.99,West
425,254.0,2024-11-03 05:41:01,DELIVERED,CARD,185.6,West
426,364.0,2025-10-26 12:56:19,CANCELLED,CARD,190.32,East
427,205.0,2026-03-30 03:38:54,SHIPPED,NETBANKING,163.24,South
428,239.0,2025-09-24 08:18:27,CANCELLED,COD,164.87,West
429,180.0,2025-12-09 12:57:22,SHIPPED,UPI,224.36,West
430,51.0,2024-10-22 14:01:18,SHIPPED,COD,174.52,South
431,451.0,2026-01-17 22:53:21,CANCELLED,COD,100.89,East
432,14.0,2024-10-02 23:02:19,SHIPPED,UPI,101.76,North
433,,2026-02-26 16:20:01,CANCELLED,COD,57.46,East
434,461.0,2026-04-21 20:44:38,CANCELLED,CARD,185.29,East
435,111.0,2025-05-15 22:45:06,RETURNED,UPI,83.59,North
436,264.0,2025-06-08 15:35:23,CANCELLED,NETBANKING,215.33,East
437,220.0,2025-06-01 16:02:50,PLACED,UPI,101.11,North
438,407.0,2025-12-20 13:31:26,SHIPPED,NETBANKING,214.81,West
439,12.0,2024-10-27 07:34:24,DELIVERED,NETBANKING,220.54,South
440,68.0,2024-11-25 07:10:03,CANCELLED,COD,221.01,South
441,369.0,2026-06-23 04:39:13,PLACED,UPI,73.04,West
442,20.0,2025-09-08 20:30:42,PLACED,CARD,82.67,East
443,238.0,2026-03-31 23:43:21,SHIPPED,UPI,92.26,West
444,426.0,2026-05-03 01:24:07,RETURNED,NETBANKING,208.09,West
445,307.0,2025-01-17 03:16:15,SHIPPED,CARD,162.83,North
446,488.0,2025-02-05 07:56:48,CANCELLED,CARD,66.31,East
447,487.0,2026-02-14 18:29:17,CANCELLED,COD,233.48,North
448,320.0,2026-01-21 11:13:21,RETURNED,NETBANKING,190.57,North
449,347.0,2025-05-29 15:53:12,PLACED,COD,170.09,North
450,228.0,2026-04-05 01:09:50,DELIVERED,NETBANKING,204.85,West
451,345.0,2025-12-10 12:58:36,SHIPPED,CARD,224.07,South
452,74.0,2026-03-05 19:58:32,DELIVERED,UPI,136.99,South
453,229.0,2026-07-14 06:27:28,PLACED,COD,51.79,West
454,79.0,2026-06-26 06:52:16,PLACED,COD,146.0,South
455,117.0,2026-05-01 15:17:52,SHIPPED,CARD,40.27,North
456,113.0,2026-05-24 16:53:14,DELIVERED,NETBANKING,193.32,East
457,235.0,2026-06-26 07:58:14,DELIVERED,COD,249.16,West
458,294.0,2025-08-26 19:48:41,SHIPPED,UPI,85.9,South
459,216.0,2026-06-09 08:44:13,SHIPPED,NETBANKING,119.53,West
460,185.0,2025-06-10 01:30:28,SHIPPED,UPI,188.38,East
461,386.0,2025-04-17 12:36:49,SHIPPED,NETBANKING,149.24,West
462,178.0,2025-10-31 18:08:04,RETURNED,COD,111.57,North
463,68.0,2025-02-28 09:59:09,PLACED,CARD,215.8,West
464,366.0,2025-01-14 14:56:47,CANCELLED,NETBANKING,247.88,West
465,290.0,2025-11-14 05:41:09,PLACED,UPI,53.66,East
466,81.0,2025-09-01 23:26:20,RETURNED,UPI,246.51,East
467,347.0,2024-12-04 10:04:29,SHIPPED,COD,164.93,West
468,349.0,2024-10-20 08:26:15,SHIPPED,UPI,107.06,North
469,369.0,2026-01-13 17:27:06,PLACED,NETBANKING,43.42,East
470,402.0,2025-08-13 17:48:43,PLACED,UPI,188.15,North
471,69.0,2025-09-06 17:58:15,RETURNED,COD,244.52,North
472,471.0,2026-06-27 05:31:21,DELIVERED,UPI,76.69,South
473,41.0,2026-04-29 17:18:25,PLACED,NETBANKING,237.3,East
475,493.0,2025-09-07 11:36:33,RETURNED,UPI,192.96,South
476,91.0,2026-02-14 05:16:25,SHIPPED,COD,115.01,East
477,164.0,2025-10-11 15:45:54,RETURNED,COD,232.68,East
478,340.0,2026-04-24 16:32:07,PLACED,CARD,109.72,South
479,187.0,2024-07-26 15:25:21,SHIPPED,CARD,214.16,West
480,499.0,2025-12-01 15:21:35,SHIPPED,COD,181.32,West
481,421.0,2024-08-20 06:35:04,SHIPPED,CARD,219.37,North
482,90.0,2025-07-15 16:36:37,DELIVERED,CARD,42.73,North
483,186.0,2025-06-25 22:39:03,RETURNED,CARD,219.98,East
484,88.0,2024-10-16 01:25:08,SHIPPED,UPI,116.07,East
485,171.0,2025-09-13 17:31:00,PLACED,CARD,237.94,West
486,391.0,2024-10-09 18:23:58,RETURNED,CARD,140.11,East
487,368.0,2026-01-06 21:41:18,SHIPPED,COD,154.51,East
488,187.0,2026-04-18 06:24:24,CANCELLED,UPI,100.84,East
489,75.0,2025-01-28 04:15:19,PLACED,COD,122.54,East
490,370.0,2024-12-12 21:00:42,PLACED,NETBANKING,234.28,South
491,100.0,2025-08-15 21:58:34,CANCELLED,CARD,226.03,South
492,352.0,2025-06-28 02:23:29,RETURNED,NETBANKING,141.16,East
493,,2026-01-12 12:05:11,PLACED,NETBANKING,186.54,North
494,7.0,2024-12-03 23:23:07,DELIVERED,COD,69.39,West
495,155.0,2025-06-04 07:23:04,SHIPPED,CARD,203.62,West
496,306.0,2025-10-01 21:10:38,DELIVERED,COD,85.73,South
497,416.0,2026-03-25 11:02:12,DELIVERED,UPI,58.23,North
498,334.0,2024-12-06 02:55:02,DELIVERED,CARD,113.37,East
499,34.0,2026-02-07 18:50:45,RETURNED,COD,54.88,East
500,,2024-12-30 06:38:38,SHIPPED,NETBANKING,220.6,North
501,192.0,2025-08-20 06:47:46,PLACED,CARD,125.37,South
502,18.0,2025-09-06 09:02:52,DELIVERED,UPI,164.11,South
503,185.0,2026-03-15 03:56:34,CANCELLED,UPI,134.36,North
504,370.0,2024-09-06 05:10:44,PLACED,UPI,83.35,East
505,203.0,2024-08-16 19:26:18,RETURNED,UPI,106.89,West
506,464.0,2025-01-25 06:10:05,DELIVERED,CARD,110.08,East
507,483.0,2024-10-21 10:05:01,PLACED,CARD,74.73,North
508,189.0,2025-01-02 19:23:46,PLACED,CARD,184.02,West
510,5.0,2025-02-18 11:49:19,RETURNED,NETBANKING,192.87,East
511,100.0,2026-06-02 15:05:28,DELIVERED,UPI,191.05,North
512,299.0,2025-10-28 02:02:37,SHIPPED,COD,114.17,West
513,415.0,2025-10-19 03:13:25,DELIVERED,CARD,139.38,East
514,376.0,2025-05-24 12:32:50,PLACED,NETBANKING,187.2,West
515,90.0,2025-07-28 22:15:38,DELIVERED,COD,96.72,North
516,280.0,2025-04-05 18:27:11,DELIVERED,NETBANKING,229.18,East
517,498.0,2025-06-21 14:40:53,CANCELLED,UPI,62.74,East
518,495.0,2025-09-22 15:18:40,DELIVERED,CARD,206.21,South
519,424.0,2024-11-12 15:59:29,PLACED,COD,191.5,West
520,233.0,2026-06-29 23:53:18,RETURNED,CARD,233.48,West
521,306.0,2024-07-31 16:38:35,RETURNED,NETBANKING,155.21,North
522,230.0,2025-12-21 03:02:11,SHIPPED,CARD,217.27,North
523,,2024-10-10 12:51:13,DELIVERED,UPI,41.54,West
524,,2026-02-12 23:21:45,SHIPPED,COD,133.75,West
525,403.0,2025-09-01 02:25:10,PLACED,CARD,139.16,North
526,301.0,2024-09-28 12:43:38,PLACED,UPI,93.58,North
527,328.0,2025-08-21 10:02:15,RETURNED,UPI,135.84,North
528,17.0,2025-01-19 11:08:14,PLACED,NETBANKING,143.21,South
529,437.0,2026-06-29 11:19:07,PLACED,COD,40.91,East
530,43.0,2025-01-30 17:35:13,DELIVERED,UPI,97.44,East
531,481.0,2024-07-20 12:08:43,CANCELLED,UPI,156.84,South
532,7.0,2025-07-01 12:32:36,SHIPPED,COD,51.37,South
533,,2025-06-20 15:53:29,SHIPPED,NETBANKING,161.6,West
534,337.0,2025-01-04 10:14:10,SHIPPED,UPI,225.38,South
535,422.0,2025-10-14 13:35:59,RETURNED,NETBANKING,51.6,North
536,165.0,2025-01-11 03:10:39,SHIPPED,NETBANKING,178.96,West
537,340.0,2024-11-16 21:58:59,SHIPPED,UPI,247.3,North
538,335.0,2025-06-10 03:49:04,DELIVERED,CARD,193.35,East
539,335.0,2025-08-18 00:45:23,SHIPPED,CARD,68.86,West
540,73.0,2025-07-19 19:00:58,SHIPPED,UPI,155.75,East
541,366.0,2024-08-23 10:40:36,CANCELLED,COD,69.43,South
542,12.0,2025-03-09 02:27:21,SHIPPED,NETBANKING,65.26,North
543,,2024-07-29 01:28:57,SHIPPED,NETBANKING,92.29,East
544,425.0,2025-01-06 12:35:30,SHIPPED,CARD,195.77,North
545,181.0,2025-10-07 07:28:27,CANCELLED,NETBANKING,161.74,South
546,223.0,2026-04-05 04:19:54,PLACED,CARD,219.58,North
547,184.0,2026-03-16 12:48:00,SHIPPED,NETBANKING,93.71,West
548,45.0,2025-06-21 18:19:36,PLACED,CARD,203.5,West
549,325.0,2024-11-11 04:30:43,SHIPPED,UPI,214.59,East
550,419.0,2025-01-13 11:28:25,RETURNED,NETBANKING,78.41,South
551,73.0,2024-08-24 01:11:53,DELIVERED,CARD,179.87,East
552,7.0,2024-09-05 20:18:43,PLACED,NETBANKING,139.04,South
553,,2024-10-26 06:21:12,PLACED,NETBANKING,233.76,North
554,163.0,2026-07-09 15:13:11,PLACED,COD,48.88,South
555,94.0,2024-11-06 10:27:04,RETURNED,UPI,205.41,West
556,479.0,2024-10-21 18:57:33,SHIPPED,CARD,81.74,South
557,285.0,2025-02-06 02:20:42,CANCELLED,COD,225.42,East
558,200.0,2026-07-05 08:34:15,PLACED,NETBANKING,47.61,South
559,237.0,2025-02-17 05:16:46,RETURNED,CARD,109.2,South
560,41.0,2025-05-26 22:34:35,DELIVERED,UPI,181.22,South
561,63.0,2024-09-22 16:32:10,CANCELLED,CARD,179.55,South
562,118.0,2026-06-14 01:09:42,PLACED,NETBANKING,78.47,East
563,296.0,2025-12-13 20:51:17,RETURNED,NETBANKING,130.2,North
564,330.0,2024-12-30 21:08:25,SHIPPED,UPI,135.65,West
565,232.0,2025-12-14 12:11:44,SHIPPED,COD,94.53,North
566,257.0,2025-04-24 19:58:40,DELIVERED,CARD,150.19,West
567,352.0,2025-04-20 17:31:51,SHIPPED,UPI,154.24,South
568,424.0,2025-05-13 04:08:05,PLACED,CARD,91.21,North
569,163.0,2025-12-20 20:15:03,PLACED,CARD,102.26,North
570,114.0,2026-01-03 18:57:48,CANCELLED,CARD,101.28,West
571,153.0,2025-04-11 15:45:31,PLACED,NETBANKING,80.51,South
572,168.0,2025-02-02 18:40:09,CANCELLED,CARD,117.0,West
573,241.0,2025-12-31 13:23:03,PLACED,NETBANKING,128.97,North
574,244.0,2026-03-07 12:31:16,DELIVERED,NETBANKING,71.14,East
575,448.0,2024-08-02 03:51:20,RETURNED,COD,198.83,West
576,259.0,2024-10-30 14:55:06,DELIVERED,COD,237.63,East
577,45.0,2025-07-08 20:31:07,PLACED,UPI,81.32,North
578,264.0,2025-07-26 22:51:46,SHIPPED,UPI,49.41,North
579,65.0,2024-12-08 19:53:16,CANCELLED,CARD,203.62,North
580,273.0,2026-05-24 10:28:07,RETURNED,NETBANKING,93.58,South
581,94.0,2025-11-05 01:17:50,RETURNED,CARD,163.2,North
582,74.0,2025-08-31 09:30:50,CANCELLED,UPI,218.44,West
583,211.0,2025-02-19 15:54:13,PLACED,NETBANKING,230.49,West
584,41.0,2024-09-30 05:15:28,RETURNED,COD,224.13,West
585,321.0,2025-01-27 05:10:53,RETURNED,UPI,209.99,East
586,369.0,2025-11-26 11:01:38,PLACED,COD,180.62,East
587,190.0,2025-10-17 12:15:53,RETURNED,NETBANKING,180.68,East
588,73.0,2024-08-16 12:59:13,CANCELLED,CARD,227.56,West
589,478.0,2024-12-22 10:53:28,SHIPPED,CARD,187.8,West
590,201.0,2025-11-14 04:08:17,DELIVERED,CARD,235.56,East
592,125.0,2026-05-26 11:40:40,DELIVERED,NETBANKING,155.55,East
593,256.0,2024-11-29 08:06:11,SHIPPED,COD,0.0,North
594,225.0,2026-02-26 12:36:52,PLACED,COD,192.74,South
595,170.0,2024-08-09 02:57:51,PLACED,UPI,151.26,South
596,37.0,2024-12-25 21:15:50,RETURNED,COD,193.92,South
597,72.0,2026-06-28 00:33:07,DELIVERED,UPI,181.45,West
598,110.0,2024-12-01 22:35:47,PLACED,NETBANKING,194.46,East
599,458.0,2025-08-04 18:17:09,DELIVERED,NETBANKING,120.71,East
600,258.0,2025-04-02 19:08:27,PLACED,COD,153.44,South
601,138.0,2025-01-26 18:55:40,SHIPPED,NETBANKING,71.67,East
602,336.0,2024-07-19 13:18:55,PLACED,CARD,211.3,West
603,445.0,2025-12-25 13:01:28,RETURNED,CARD,130.8,East
604,36.0,2025-06-27 02:43:31,CANCELLED,UPI,186.95,South
605,377.0,2026-04-28 21:27:37,DELIVERED,COD,179.43,East
606,104.0,2025-12-01 02:10:16,CANCELLED,CARD,92.92,South
607,325.0,2026-06-11 09:35:42,SHIPPED,NETBANKING,65.14,West
608,136.0,2025-02-18 13:37:30,RETURNED,UPI,165.66,East
609,19.0,2024-11-10 03:03:53,DELIVERED,NETBANKING,70.19,West
610,371.0,2025-06-10 18:41:55,CANCELLED,UPI,126.57,South
611,367.0,2025-03-11 00:11:12,PLACED,NETBANKING,227.52,North
612,490.0,2025-05-23 20:53:53,RETURNED,COD,118.76,South
613,154.0,2025-02-28 13:17:21,SHIPPED,UPI,123.99,South
614,87.0,2025-02-07 19:10:59,DELIVERED,COD,150.78,West
615,413.0,2024-07-17 01:26:20,PLACED,CARD,97.81,North
616,469.0,2025-09-04 07:46:13,SHIPPED,CARD,82.14,North
617,428.0,2026-04-12 08:25:53,DELIVERED,COD,49.65,North
618,498.0,2026-04-02 19:07:33,RETURNED,COD,126.53,West
619,413.0,2025-06-10 17:16:18,SHIPPED,UPI,189.13,North
620,273.0,2026-03-01 18:25:49,RETURNED,CARD,122.01,South
621,449.0,2025-05-01 14:06:25,RETURNED,UPI,108.59,South
622,384.0,2026-02-03 23:08:15,DELIVERED,NETBANKING,172.07,South
623,373.0,2025-01-28 19:55:28,RETURNED,COD,84.41,North
624,257.0,2026-01-10 10:25:01,DELIVERED,NETBANKING,163.16,West
625,483.0,2025-11-24 17:32:42,RETURNED,NETBANKING,235.35,East
626,407.0,2025-01-29 12:16:46,PLACED,COD,120.95,South
627,216.0,2024-11-28 20:20:00,CANCELLED,CARD,185.15,East
628,201.0,2024-08-28 02:06:11,SHIPPED,UPI,158.45,South
629,326.0,2025-09-26 09:16:10,CANCELLED,UPI,143.76,South
630,397.0,2026-03-14 23:16:46,CANCELLED,NETBANKING,90.59,West
631,384.0,2025-04-05 01:38:29,DELIVERED,CARD,214.99,East
632,476.0,2025-08-20 12:38:47,SHIPPED,COD,77.45,North
633,168.0,2024-09-26 22:26:24,SHIPPED,COD,133.19,East
635,486.0,2025-08-13 22:27:02,SHIPPED,UPI,108.56,South
636,433.0,2025-07-15 12:45:10,PLACED,NETBANKING,41.92,North
637,481.0,2026-06-12 11:48:47,DELIVERED,UPI,105.38,North
638,365.0,2024-08-09 12:34:41,RETURNED,NETBANKING,109.66,South
639,5.0,2024-12-03 20:27:22,SHIPPED,CARD,141.32,East
640,270.0,2026-05-09 09:41:58,PLACED,UPI,83.09,East
641,70.0,2025-10-10 02:45:12,DELIVERED,UPI,60.16,South
642,362.0,2024-08-11 12:39:40,PLACED,COD,73.28,South
643,430.0,2026-04-30 10:11:11,CANCELLED,UPI,193.81,West
644,115.0,2025-05-31 12:17:10,SHIPPED,COD,137.86,South
645,463.0,2026-01-08 18:45:12,SHIPPED,COD,153.33,South
646,168.0,2025-08-30 14:00:22,SHIPPED,UPI,117.99,South
647,58.0,2025-02-06 12:59:18,PLACED,COD,46.36,West
648,115.0,2025-11-05 17:58:43,SHIPPED,UPI,204.65,West
649,109.0,2025-03-13 03:09:52,SHIPPED,NETBANKING,62.96,North
650,194.0,2026-04-06 12:16:29,SHIPPED,COD,202.75,West
651,438.0,2025-01-10 18:34:26,RETURNED,UPI,157.61,West
652,154.0,2025-02-16 16:36:03,SHIPPED,COD,153.71,East
653,362.0,2025-02-02 01:29:02,DELIVERED,COD,239.08,West
654,147.0,2025-04-13 19:38:15,CANCELLED,UPI,232.68,North
655,,2025-10-22 07:33:15,RETURNED,CARD,219.31,East
656,290.0,2025-10-21 00:17:39,RETURNED,NETBANKING,55.79,East
657,23.0,2025-02-01 23:08:31,RETURNED,COD,249.81,North
658,106.0,2026-06-28 22:25:55,RETURNED,COD,146.3,South
659,66.0,2024-08-04 22:30:49,PLACED,COD,81.81,South
660,142.0,2025-07-31 03:18:47,DELIVERED,NETBANKING,50.58,North
661,222.0,2026-06-06 14:56:48,SHIPPED,COD,165.26,South
662,56.0,2024-07-25 21:17:09,PLACED,NETBANKING,209.92,East
663,116.0,2025-09-03 22:15:14,SHIPPED,NETBANKING,122.5,North
664,85.0,2025-07-17 23:58:39,DELIVERED,CARD,91.05,North
665,56.0,2024-11-24 17:01:09,SHIPPED,COD,177.6,West
666,204.0,2024-10-10 12:50:29,PLACED,NETBANKING,154.1,South
667,156.0,2025-08-20 18:31:09,CANCELLED,UPI,151.62,South
668,,2025-01-06 23:27:49,CANCELLED,COD,176.14,East
669,493.0,2024-08-16 03:32:02,CANCELLED,NETBANKING,99.43,North
670,402.0,2026-01-03 18:09:13,SHIPPED,CARD,108.35,South
671,335.0,2026-04-19 19:47:24,DELIVERED,CARD,168.4,East
672,,2025-08-05 02:41:07,RETURNED,COD,83.77,North
673,291.0,2025-11-07 09:34:06,SHIPPED,NETBANKING,143.55,East
674,105.0,2025-03-14 04:12:57,RETURNED,CARD,186.26,North
675,36.0,2025-05-07 20:12:39,DELIVERED,COD,234.55,East
676,57.0,2025-11-18 08:54:33,SHIPPED,UPI,137.52,East
677,359.0,2026-04-26 07:17:23,RETURNED,COD,53.05,South
678,315.0,2024-08-12 03:21:16,SHIPPED,CARD,88.24,West
679,198.0,2024-10-14 09:06:51,PLACED,NETBANKING,73.52,East
680,337.0,2024-10-24 18:21:05,CANCELLED,COD,144.11,North
681,124.0,2025-11-10 18:12:02,CANCELLED,COD,164.68,East
682,462.0,2026-06-29 10:13:15,CANCELLED,CARD,138.89,West
683,282.0,2025-03-24 01:02:29,DELIVERED,UPI,170.4,North
684,496.0,2026-05-13 20:40:56,SHIPPED,COD,82.35,East
685,268.0,2026-04-22 18:05:52,DELIVERED,UPI,87.48,East
686,301.0,2025-04-09 01:25:21,SHIPPED,CARD,145.74,West
687,214.0,2024-12-31 02:14:04,DELIVERED,CARD,105.98,East
688,232.0,2026-03-27 18:45:49,DELIVERED,CARD,161.45,South
689,247.0,2026-07-07 00:11:42,DELIVERED,UPI,131.45,East
690,162.0,2024-09-14 12:09:39,PLACED,CARD,118.99,North
691,12.0,2024-10-12 13:57:23,RETURNED,CARD,131.12,East
692,114.0,2025-09-05 21:34:22,PLACED,UPI,247.27,West
693,210.0,2026-04-05 07:49:17,RETURNED,CARD,146.82,South
694,100.0,2025-07-19 16:25:21,SHIPPED,CARD,55.9,North
695,73.0,2024-10-03 00:03:51,RETURNED,NETBANKING,82.29,North
696,190.0,2025-08-27 00:40:52,PLACED,UPI,106.41,North
697,259.0,2026-06-05 07:51:37,DELIVERED,COD,85.93,North
698,427.0,2026-01-30 17:48:40,SHIPPED,COD,89.57,North
699,351.0,2025-06-13 07:52:29,DELIVERED,COD,231.12,West
700,415.0,2025-02-27 06:38:23,CANCELLED,NETBANKING,43.46,East
701,420.0,2026-03-07 05:52:02,PLACED,UPI,242.85,East
702,392.0,2026-05-28 23:34:59,CANCELLED,COD,181.61,South
703,350.0,2025-01-14 04:29:46,DELIVERED,COD,114.56,South
704,,2026-06-11 18:15:32,PLACED,COD,233.13,East
705,154.0,2025-05-12 11:52:15,CANCELLED,COD,64.77,East
706,392.0,2026-01-19 15:48:50,DELIVERED,UPI,181.99,North
707,265.0,2026-05-02 02:24:26,RETURNED,CARD,178.79,West
708,27.0,2026-06-17 05:54:52,SHIPPED,NETBANKING,156.62,East
709,209.0,2025-06-26 07:25:34,CANCELLED,UPI,168.82,South
710,340.0,2025-09-03 06:12:16,PLACED,UPI,140.06,North
711,17.0,2024-12-26 09:07:05,SHIPPED,COD,93.3,North
712,45.0,2025-07-29 03:37:48,CANCELLED,COD,153.8,West
713,118.0,2025-08-22 14:18:26,CANCELLED,COD,167.06,North
714,10.0,2026-03-22 23:21:38,SHIPPED,UPI,90.11,West
715,328.0,2024-10-08 06:01:11,RETURNED,COD,188.55,South
716,339.0,2024-10-19 19:54:21,RETURNED,NETBANKING,136.24,East
717,308.0,2026-01-15 19:24:11,PLACED,NETBANKING,80.96,North
718,182.0,2024-08-05 10:36:36,PLACED,UPI,143.65,West
719,145.0,2026-04-20 17:00:35,DELIVERED,UPI,209.27,East
721,282.0,2026-05-19 22:12:40,CANCELLED,UPI,122.17,South
722,224.0,2025-08-29 16:38:46,SHIPPED,UPI,96.73,East
723,78.0,2025-07-20 01:25:48,DELIVERED,NETBANKING,245.36,South
724,176.0,2025-04-02 00:11:08,PLACED,COD,190.65,West
725,443.0,2025-07-02 12:01:20,RETURNED,CARD,218.21,North
726,495.0,2024-09-01 00:04:00,PLACED,UPI,123.83,South
727,345.0,2026-06-26 11:27:46,DELIVERED,CARD,221.98,South
728,,2025-11-06 10:13:43,DELIVERED,CARD,144.49,North
729,499.0,2025-06-24 13:15:23,SHIPPED,COD,99.74,North
730,105.0,2024-12-25 08:17:54,DELIVERED,COD,63.98,South
731,,2026-01-16 00:09:32,DELIVERED,UPI,203.04,East
732,68.0,2024-07-25 07:38:43,DELIVERED,NETBANKING,212.3,East
733,219.0,2024-10-12 01:51:22,SHIPPED,COD,156.87,South
734,145.0,2025-05-03 23:54:53,RETURNED,UPI,161.31,West
736,330.0,2025-09-23 04:06:44,DELIVERED,UPI,52.52,West
737,130.0,2024-07-17 16:10:27,CANCELLED,CARD,167.59,East
738,103.0,2025-09-14 07:06:48,RETURNED,CARD,44.35,East
739,186.0,2024-07-26 12:33:09,PLACED,UPI,177.25,West
740,67.0,2026-01-19 13:44:28,SHIPPED,COD,224.14,North
741,70.0,2025-06-26 13:11:15,PLACED,UPI,154.34,North
742,117.0,2024-11-03 04:34:27,RETURNED,UPI,151.01,East
743,194.0,2025-09-03 23:33:00,PLACED,COD,107.38,West
744,358.0,2025-07-24 04:07:07,DELIVERED,NETBANKING,210.5,West
745,179.0,2024-08-06 21:39:59,PLACED,UPI,113.14,North
746,387.0,2026-02-10 18:17:59,SHIPPED,UPI,140.72,North
747,239.0,2024-10-16 05:57:19,SHIPPED,UPI,53.11,North
748,432.0,2026-03-14 06:56:38,SHIPPED,CARD,107.68,West
749,350.0,2025-03-17 04:37:50,RETURNED,UPI,186.02,North
750,278.0,2025-05-17 11:43:33,RETURNED,CARD,60.53,East
751,392.0,2025-04-07 11:05:29,PLACED,CARD,225.22,South
752,5.0,2026-01-02 23:44:56,PLACED,CARD,124.58,West
753,,2025-04-16 21:25:40,CANCELLED,NETBANKING,239.28,West
754,415.0,2025-07-03 02:39:40,SHIPPED,NETBANKING,69.65,West
755,84.0,2024-11-02 11:44:10,CANCELLED,COD,64.75,West
756,193.0,2026-06-03 09:46:58,SHIPPED,CARD,84.95,North
757,484.0,2024-12-16 20:50:31,RETURNED,CARD,70.9,East
758,242.0,2024-12-02 08:17:35,DELIVERED,NETBANKING,159.3,South
759,327.0,2025-07-04 18:21:56,SHIPPED,CARD,78.43,East
760,23.0,2025-04-24 09:51:17,SHIPPED,NETBANKING,240.15,North
761,250.0,2025-07-29 13:16:19,RETURNED,UPI,217.25,North
762,93.0,2025-06-06 12:23:51,PLACED,COD,145.38,North
763,159.0,2025-03-30 07:19:34,DELIVERED,CARD,58.67,West
764,434.0,2024-11-16 16:04:27,CANCELLED,CARD,191.0,North
765,462.0,2025-09-18 22:38:28,DELIVERED,NETBANKING,166.92,West
766,485.0,2024-09-21 22:28:00,RETURNED,COD,219.85,North
767,386.0,2026-06-29 00:10:06,PLACED,CARD,73.1,North
768,439.0,2025-05-27 19:08:57,DELIVERED,UPI,155.45,North
769,289.0,2025-02-02 07:42:01,RETURNED,UPI,140.64,South
770,225.0,2024-12-19 18:25:35,CANCELLED,UPI,68.36,West
771,426.0,2024-09-09 16:04:13,SHIPPED,NETBANKING,48.06,North
772,,2026-01-09 18:46:18,DELIVERED,UPI,125.5,North
773,72.0,2025-07-11 19:29:41,SHIPPED,COD,62.14,North
774,228.0,2024-10-16 07:53:07,CANCELLED,NETBANKING,209.45,North
775,199.0,2024-08-12 17:15:49,CANCELLED,CARD,213.47,East
776,328.0,2024-08-06 07:56:01,RETURNED,UPI,141.64,West
777,87.0,2026-05-25 21:25:50,RETURNED,COD,213.98,South
778,96.0,2025-04-18 22:46:10,CANCELLED,UPI,227.05,North
779,112.0,2024-09-24 12:19:15,PLACED,UPI,232.84,West
780,142.0,2025-12-06 08:21:58,PLACED,NETBANKING,181.71,West
781,317.0,2025-07-09 12:13:03,SHIPPED,CARD,78.72,East
782,110.0,2026-05-03 12:47:54,CANCELLED,COD,188.23,West
783,226.0,2025-06-14 01:32:35,PLACED,NETBANKING,42.32,South
784,,2025-06-01 16:39:41,RETURNED,COD,66.1,West
785,385.0,2024-12-13 14:14:39,DELIVERED,NETBANKING,73.45,South
786,269.0,2026-03-10 15:17:51,SHIPPED,CARD,219.46,South
787,432.0,2024-09-14 04:41:03,RETURNED,UPI,115.74,East
788,260.0,2025-11-09 13:20:34,CANCELLED,COD,69.28,South
789,436.0,2026-03-04 18:50:00,CANCELLED,NETBANKING,87.63,North
790,30.0,2024-07-30 05:30:53,CANCELLED,UPI,132.34,West
791,288.0,2024-09-23 14:43:13,RETURNED,COD,87.17,West
792,450.0,2025-12-20 16:54:10,PLACED,COD,40.58,East
793,268.0,2026-02-19 05:43:30,PLACED,CARD,56.48,East
794,13.0,2024-11-25 00:43:38,CANCELLED,COD,132.07,West
795,236.0,2026-07-01 09:50:34,RETURNED,UPI,165.15,South
796,181.0,2024-08-21 05:07:28,PLACED,CARD,209.3,West
